D:\data\IMG\center_2022_10_15_22_50_58_705.jpg, D:\data\IMG\left_2022_10_15_22_50_58_705.jpg, D:\data\IMG\right_2022_10_15_22_50_58_705.jpg, 0.2044323, 1, 0, 30.18105
D:\data\IMG\center_2022_10_15_22_50_58_807.jpg, D:\data\IMG\left_2022_10_15_22_50_58_807.jpg, D:\data\IMG\right_2022_10_15_22_50_58_807.jpg, 0, 1, 0, 30.18629
D:\data\IMG\center_2022_10_15_22_50_58_908.jpg, D:\data\IMG\left_2022_10_15_22_50_58_908.jpg, D:\data\IMG\right_2022_10_15_22_50_58_908.jpg, 0, 1, 0, 30.19017
D:\data\IMG\center_2022_10_15_22_50_59_010.jpg, D:\data\IMG\left_2022_10_15_22_50_59_010.jpg, D:\data\IMG\right_2022_10_15_22_50_59_010.jpg, 0, 1, 0, 30.19024
D:\data\IMG\center_2022_10_15_22_50_59_111.jpg, D:\data\IMG\left_2022_10_15_22_50_59_111.jpg, D:\data\IMG\right_2022_10_15_22_50_59_111.jpg, -0.1039209, 1, 0, 30.18713
D:\data\IMG\center_2022_10_15_22_50_59_213.jpg, D:\data\IMG\left_2022_10_15_22_50_59_213.jpg, D:\data\IMG\right_2022_10_15_22_50_59_213.jpg, 0, 1, 0, 30.19001
D:\data\IMG\center_2022_10_15_22_50_59_314.jpg, D:\data\IMG\left_2022_10_15_22_50_59_314.jpg, D:\data\IMG\right_2022_10_15_22_50_59_314.jpg, 0, 1, 0, 30.19093
D:\data\IMG\center_2022_10_15_22_50_59_416.jpg, D:\data\IMG\left_2022_10_15_22_50_59_416.jpg, D:\data\IMG\right_2022_10_15_22_50_59_416.jpg, 0, 1, 0, 30.1905
D:\data\IMG\center_2022_10_15_22_50_59_520.jpg, D:\data\IMG\left_2022_10_15_22_50_59_520.jpg, D:\data\IMG\right_2022_10_15_22_50_59_520.jpg, -0.2617788, 1, 0, 30.17392
D:\data\IMG\center_2022_10_15_22_50_59_620.jpg, D:\data\IMG\left_2022_10_15_22_50_59_620.jpg, D:\data\IMG\right_2022_10_15_22_50_59_620.jpg, -0.1692801, 1, 0, 30.19011
D:\data\IMG\center_2022_10_15_22_50_59_721.jpg, D:\data\IMG\left_2022_10_15_22_50_59_721.jpg, D:\data\IMG\right_2022_10_15_22_50_59_721.jpg, 0, 1, 0, 30.18943
D:\data\IMG\center_2022_10_15_22_50_59_821.jpg, D:\data\IMG\left_2022_10_15_22_50_59_821.jpg, D:\data\IMG\right_2022_10_15_22_50_59_821.jpg, 0, 1, 0, 30.19025
D:\data\IMG\center_2022_10_15_22_50_59_922.jpg, D:\data\IMG\left_2022_10_15_22_50_59_922.jpg, D:\data\IMG\right_2022_10_15_22_50_59_922.jpg, 0, 1, 0, 30.1903
D:\data\IMG\center_2022_10_15_22_51_00_024.jpg, D:\data\IMG\left_2022_10_15_22_51_00_024.jpg, D:\data\IMG\right_2022_10_15_22_51_00_024.jpg, -0.3291375, 1, 0, 30.16565
D:\data\IMG\center_2022_10_15_22_51_00_125.jpg, D:\data\IMG\left_2022_10_15_22_51_00_125.jpg, D:\data\IMG\right_2022_10_15_22_51_00_125.jpg, -0.02690609, 1, 0, 30.1903
D:\data\IMG\center_2022_10_15_22_51_00_227.jpg, D:\data\IMG\left_2022_10_15_22_51_00_227.jpg, D:\data\IMG\right_2022_10_15_22_51_00_227.jpg, 0, 1, 0, 30.18843
D:\data\IMG\center_2022_10_15_22_51_00_328.jpg, D:\data\IMG\left_2022_10_15_22_51_00_328.jpg, D:\data\IMG\right_2022_10_15_22_51_00_328.jpg, -0.146034, 1, 0, 30.18638
D:\data\IMG\center_2022_10_15_22_51_00_430.jpg, D:\data\IMG\left_2022_10_15_22_51_00_430.jpg, D:\data\IMG\right_2022_10_15_22_51_00_430.jpg, 0, 1, 0, 30.19001
D:\data\IMG\center_2022_10_15_22_51_00_531.jpg, D:\data\IMG\left_2022_10_15_22_51_00_531.jpg, D:\data\IMG\right_2022_10_15_22_51_00_531.jpg, -0.2193684, 1, 0, 30.17997
D:\data\IMG\center_2022_10_15_22_51_00_633.jpg, D:\data\IMG\left_2022_10_15_22_51_00_633.jpg, D:\data\IMG\right_2022_10_15_22_51_00_633.jpg, -0.1127768, 1, 0, 30.1909
D:\data\IMG\center_2022_10_15_22_51_00_735.jpg, D:\data\IMG\left_2022_10_15_22_51_00_735.jpg, D:\data\IMG\right_2022_10_15_22_51_00_735.jpg, 0, 1, 0, 30.18971
D:\data\IMG\center_2022_10_15_22_51_00_836.jpg, D:\data\IMG\left_2022_10_15_22_51_00_836.jpg, D:\data\IMG\right_2022_10_15_22_51_00_836.jpg, 0, 1, 0, 30.19008
D:\data\IMG\center_2022_10_15_22_51_00_937.jpg, D:\data\IMG\left_2022_10_15_22_51_00_937.jpg, D:\data\IMG\right_2022_10_15_22_51_00_937.jpg, 0, 1, 0, 30.1903
D:\data\IMG\center_2022_10_15_22_51_01_037.jpg, D:\data\IMG\left_2022_10_15_22_51_01_037.jpg, D:\data\IMG\right_2022_10_15_22_51_01_037.jpg, -0.04458211, 1, 0, 30.19033
D:\data\IMG\center_2022_10_15_22_51_01_139.jpg, D:\data\IMG\left_2022_10_15_22_51_01_139.jpg, D:\data\IMG\right_2022_10_15_22_51_01_139.jpg, -0.1922538, 1, 0, 30.18283
D:\data\IMG\center_2022_10_15_22_51_01_242.jpg, D:\data\IMG\left_2022_10_15_22_51_01_242.jpg, D:\data\IMG\right_2022_10_15_22_51_01_242.jpg, -0.0098823, 1, 0, 30.18989
D:\data\IMG\center_2022_10_15_22_51_01_343.jpg, D:\data\IMG\left_2022_10_15_22_51_01_343.jpg, D:\data\IMG\right_2022_10_15_22_51_01_343.jpg, -0.1168101, 1, 0, 30.18952
D:\data\IMG\center_2022_10_15_22_51_01_445.jpg, D:\data\IMG\left_2022_10_15_22_51_01_445.jpg, D:\data\IMG\right_2022_10_15_22_51_01_445.jpg, 0, 1, 0, 30.19012
D:\data\IMG\center_2022_10_15_22_51_01_548.jpg, D:\data\IMG\left_2022_10_15_22_51_01_548.jpg, D:\data\IMG\right_2022_10_15_22_51_01_548.jpg, -0.0611259, 1, 0, 30.18968
D:\data\IMG\center_2022_10_15_22_51_01_650.jpg, D:\data\IMG\left_2022_10_15_22_51_01_650.jpg, D:\data\IMG\right_2022_10_15_22_51_01_650.jpg, -0.2577, 1, 0, 30.1757
D:\data\IMG\center_2022_10_15_22_51_01_751.jpg, D:\data\IMG\left_2022_10_15_22_51_01_751.jpg, D:\data\IMG\right_2022_10_15_22_51_01_751.jpg, 0, 1, 0, 30.18894
D:\data\IMG\center_2022_10_15_22_51_01_852.jpg, D:\data\IMG\left_2022_10_15_22_51_01_852.jpg, D:\data\IMG\right_2022_10_15_22_51_01_852.jpg, -0.2349168, 1, 0, 30.18125
D:\data\IMG\center_2022_10_15_22_51_01_954.jpg, D:\data\IMG\left_2022_10_15_22_51_01_954.jpg, D:\data\IMG\right_2022_10_15_22_51_01_954.jpg, 0, 1, 0, 30.18906
D:\data\IMG\center_2022_10_15_22_51_02_056.jpg, D:\data\IMG\left_2022_10_15_22_51_02_056.jpg, D:\data\IMG\right_2022_10_15_22_51_02_056.jpg, 0, 1, 0, 30.19018
D:\data\IMG\center_2022_10_15_22_51_02_157.jpg, D:\data\IMG\left_2022_10_15_22_51_02_157.jpg, D:\data\IMG\right_2022_10_15_22_51_02_157.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2022_10_15_22_51_02_259.jpg, D:\data\IMG\left_2022_10_15_22_51_02_259.jpg, D:\data\IMG\right_2022_10_15_22_51_02_259.jpg, -0.0191472, 1, 0, 30.19026
D:\data\IMG\center_2022_10_15_22_51_02_360.jpg, D:\data\IMG\left_2022_10_15_22_51_02_360.jpg, D:\data\IMG\right_2022_10_15_22_51_02_360.jpg, -0.2849601, 1, 0, 30.17101
D:\data\IMG\center_2022_10_15_22_51_02_460.jpg, D:\data\IMG\left_2022_10_15_22_51_02_460.jpg, D:\data\IMG\right_2022_10_15_22_51_02_460.jpg, 0, 1, 0, 30.18926
D:\data\IMG\center_2022_10_15_22_51_02_560.jpg, D:\data\IMG\left_2022_10_15_22_51_02_560.jpg, D:\data\IMG\right_2022_10_15_22_51_02_560.jpg, 0, 1, 0, 30.19009
D:\data\IMG\center_2022_10_15_22_51_02_661.jpg, D:\data\IMG\left_2022_10_15_22_51_02_661.jpg, D:\data\IMG\right_2022_10_15_22_51_02_661.jpg, 0, 1, 0, 30.19046
D:\data\IMG\center_2022_10_15_22_51_02_762.jpg, D:\data\IMG\left_2022_10_15_22_51_02_762.jpg, D:\data\IMG\right_2022_10_15_22_51_02_762.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2022_10_15_22_51_02_862.jpg, D:\data\IMG\left_2022_10_15_22_51_02_862.jpg, D:\data\IMG\right_2022_10_15_22_51_02_862.jpg, -0.1276809, 1, 0, 30.18726
D:\data\IMG\center_2022_10_15_22_51_02_963.jpg, D:\data\IMG\left_2022_10_15_22_51_02_963.jpg, D:\data\IMG\right_2022_10_15_22_51_02_963.jpg, 0, 1, 0, 30.19009
D:\data\IMG\center_2022_10_15_22_51_03_066.jpg, D:\data\IMG\left_2022_10_15_22_51_03_066.jpg, D:\data\IMG\right_2022_10_15_22_51_03_066.jpg, 0, 1, 0, 30.19027
D:\data\IMG\center_2022_10_15_22_51_03_168.jpg, D:\data\IMG\left_2022_10_15_22_51_03_168.jpg, D:\data\IMG\right_2022_10_15_22_51_03_168.jpg, -0.1529406, 1, 0, 30.18462
D:\data\IMG\center_2022_10_15_22_51_03_269.jpg, D:\data\IMG\left_2022_10_15_22_51_03_269.jpg, D:\data\IMG\right_2022_10_15_22_51_03_269.jpg, -0.3276868, 1, 0, 30.16849
D:\data\IMG\center_2022_10_15_22_51_03_372.jpg, D:\data\IMG\left_2022_10_15_22_51_03_372.jpg, D:\data\IMG\right_2022_10_15_22_51_03_372.jpg, -0.01978296, 1, 0, 30.18947
D:\data\IMG\center_2022_10_15_22_51_03_474.jpg, D:\data\IMG\left_2022_10_15_22_51_03_474.jpg, D:\data\IMG\right_2022_10_15_22_51_03_474.jpg, 0, 1, 0, 30.1898
D:\data\IMG\center_2022_10_15_22_51_03_576.jpg, D:\data\IMG\left_2022_10_15_22_51_03_576.jpg, D:\data\IMG\right_2022_10_15_22_51_03_576.jpg, 0, 1, 0, 30.1903
D:\data\IMG\center_2022_10_15_22_51_03_678.jpg, D:\data\IMG\left_2022_10_15_22_51_03_678.jpg, D:\data\IMG\right_2022_10_15_22_51_03_678.jpg, -0.0200169, 1, 0, 30.19025
D:\data\IMG\center_2022_10_15_22_51_03_778.jpg, D:\data\IMG\left_2022_10_15_22_51_03_778.jpg, D:\data\IMG\right_2022_10_15_22_51_03_778.jpg, -0.323454, 1, 0, 30.16641
D:\data\IMG\center_2022_10_15_22_51_03_881.jpg, D:\data\IMG\left_2022_10_15_22_51_03_881.jpg, D:\data\IMG\right_2022_10_15_22_51_03_881.jpg, -0.1044387, 1, 0, 30.19156
D:\data\IMG\center_2022_10_15_22_51_03_984.jpg, D:\data\IMG\left_2022_10_15_22_51_03_984.jpg, D:\data\IMG\right_2022_10_15_22_51_03_984.jpg, 0, 1, 0, 30.18987
D:\data\IMG\center_2022_10_15_22_51_04_086.jpg, D:\data\IMG\left_2022_10_15_22_51_04_086.jpg, D:\data\IMG\right_2022_10_15_22_51_04_086.jpg, 0, 1, 0, 30.19025
D:\data\IMG\center_2022_10_15_22_51_04_187.jpg, D:\data\IMG\left_2022_10_15_22_51_04_187.jpg, D:\data\IMG\right_2022_10_15_22_51_04_187.jpg, 0, 1, 0, 30.19027
D:\data\IMG\center_2022_10_15_22_51_04_289.jpg, D:\data\IMG\left_2022_10_15_22_51_04_289.jpg, D:\data\IMG\right_2022_10_15_22_51_04_289.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2022_10_15_22_51_04_391.jpg, D:\data\IMG\left_2022_10_15_22_51_04_391.jpg, D:\data\IMG\right_2022_10_15_22_51_04_391.jpg, 0, 1, 0, 30.19067
D:\data\IMG\center_2022_10_15_22_51_04_492.jpg, D:\data\IMG\left_2022_10_15_22_51_04_492.jpg, D:\data\IMG\right_2022_10_15_22_51_04_492.jpg, -0.069927, 1, 0, 30.1889
D:\data\IMG\center_2022_10_15_22_51_04_592.jpg, D:\data\IMG\left_2022_10_15_22_51_04_592.jpg, D:\data\IMG\right_2022_10_15_22_51_04_592.jpg, 0, 1, 0, 30.19132
D:\data\IMG\center_2022_10_15_22_51_04_695.jpg, D:\data\IMG\left_2022_10_15_22_51_04_695.jpg, D:\data\IMG\right_2022_10_15_22_51_04_695.jpg, 0, 1, 0, 30.19077
D:\data\IMG\center_2022_10_15_22_51_04_796.jpg, D:\data\IMG\left_2022_10_15_22_51_04_796.jpg, D:\data\IMG\right_2022_10_15_22_51_04_796.jpg, 0, 1, 0, 30.19006
D:\data\IMG\center_2022_10_15_22_51_04_899.jpg, D:\data\IMG\left_2022_10_15_22_51_04_899.jpg, D:\data\IMG\right_2022_10_15_22_51_04_899.jpg, -0.192048, 1, 0, 30.18096
D:\data\IMG\center_2022_10_15_22_51_05_002.jpg, D:\data\IMG\left_2022_10_15_22_51_05_002.jpg, D:\data\IMG\right_2022_10_15_22_51_05_002.jpg, 0, 1, 0, 30.18973
D:\data\IMG\center_2022_10_15_22_51_05_104.jpg, D:\data\IMG\left_2022_10_15_22_51_05_104.jpg, D:\data\IMG\right_2022_10_15_22_51_05_104.jpg, -0.1340082, 1, 0, 30.18718
D:\data\IMG\center_2022_10_15_22_51_05_207.jpg, D:\data\IMG\left_2022_10_15_22_51_05_207.jpg, D:\data\IMG\right_2022_10_15_22_51_05_207.jpg, 0, 1, 0, 30.19009
D:\data\IMG\center_2022_10_15_22_51_05_308.jpg, D:\data\IMG\left_2022_10_15_22_51_05_308.jpg, D:\data\IMG\right_2022_10_15_22_51_05_308.jpg, 0, 1, 0, 30.19028
D:\data\IMG\center_2022_10_15_22_51_05_409.jpg, D:\data\IMG\left_2022_10_15_22_51_05_409.jpg, D:\data\IMG\right_2022_10_15_22_51_05_409.jpg, -0.1151475, 1, 0, 30.18727
D:\data\IMG\center_2022_10_15_22_51_05_512.jpg, D:\data\IMG\left_2022_10_15_22_51_05_512.jpg, D:\data\IMG\right_2022_10_15_22_51_05_512.jpg, -0.04140961, 1, 0, 30.19046
D:\data\IMG\center_2022_10_15_22_51_05_614.jpg, D:\data\IMG\left_2022_10_15_22_51_05_614.jpg, D:\data\IMG\right_2022_10_15_22_51_05_614.jpg, -0.0765945, 1, 0, 30.18992
D:\data\IMG\center_2022_10_15_22_51_05_717.jpg, D:\data\IMG\left_2022_10_15_22_51_05_717.jpg, D:\data\IMG\right_2022_10_15_22_51_05_717.jpg, -0.1440465, 1, 0, 30.18921
D:\data\IMG\center_2022_10_15_22_51_05_820.jpg, D:\data\IMG\left_2022_10_15_22_51_05_820.jpg, D:\data\IMG\right_2022_10_15_22_51_05_820.jpg, 0, 1, 0, 30.19005
D:\data\IMG\center_2022_10_15_22_51_05_921.jpg, D:\data\IMG\left_2022_10_15_22_51_05_921.jpg, D:\data\IMG\right_2022_10_15_22_51_05_921.jpg, -0.1507212, 1, 0, 30.18578
D:\data\IMG\center_2022_10_15_22_51_06_021.jpg, D:\data\IMG\left_2022_10_15_22_51_06_021.jpg, D:\data\IMG\right_2022_10_15_22_51_06_021.jpg, 0, 1, 0, 30.19
D:\data\IMG\center_2022_10_15_22_51_06_123.jpg, D:\data\IMG\left_2022_10_15_22_51_06_123.jpg, D:\data\IMG\right_2022_10_15_22_51_06_123.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2022_10_15_22_51_06_224.jpg, D:\data\IMG\left_2022_10_15_22_51_06_224.jpg, D:\data\IMG\right_2022_10_15_22_51_06_224.jpg, -0.0377367, 1, 0, 30.19007
D:\data\IMG\center_2022_10_15_22_51_06_325.jpg, D:\data\IMG\left_2022_10_15_22_51_06_325.jpg, D:\data\IMG\right_2022_10_15_22_51_06_325.jpg, 0, 1, 0, 30.19019
D:\data\IMG\center_2022_10_15_22_51_06_426.jpg, D:\data\IMG\left_2022_10_15_22_51_06_426.jpg, D:\data\IMG\right_2022_10_15_22_51_06_426.jpg, -0.1136286, 1, 0, 30.18747
D:\data\IMG\center_2022_10_15_22_51_06_526.jpg, D:\data\IMG\left_2022_10_15_22_51_06_526.jpg, D:\data\IMG\right_2022_10_15_22_51_06_526.jpg, 0, 1, 0, 30.19008
D:\data\IMG\center_2022_10_15_22_51_06_627.jpg, D:\data\IMG\left_2022_10_15_22_51_06_627.jpg, D:\data\IMG\right_2022_10_15_22_51_06_627.jpg, 0, 1, 0, 30.19021
D:\data\IMG\center_2022_10_15_22_51_06_727.jpg, D:\data\IMG\left_2022_10_15_22_51_06_727.jpg, D:\data\IMG\right_2022_10_15_22_51_06_727.jpg, -0.2158368, 1, 0, 30.17855
D:\data\IMG\center_2022_10_15_22_51_06_829.jpg, D:\data\IMG\left_2022_10_15_22_51_06_829.jpg, D:\data\IMG\right_2022_10_15_22_51_06_829.jpg, -0.0002945708, 1, 0, 30.19017
D:\data\IMG\center_2022_10_15_22_51_06_932.jpg, D:\data\IMG\left_2022_10_15_22_51_06_932.jpg, D:\data\IMG\right_2022_10_15_22_51_06_932.jpg, -0.248955, 1, 0, 30.17846
D:\data\IMG\center_2022_10_15_22_51_07_034.jpg, D:\data\IMG\left_2022_10_15_22_51_07_034.jpg, D:\data\IMG\right_2022_10_15_22_51_07_034.jpg, 0, 1, 0, 30.1895
D:\data\IMG\center_2022_10_15_22_51_07_134.jpg, D:\data\IMG\left_2022_10_15_22_51_07_134.jpg, D:\data\IMG\right_2022_10_15_22_51_07_134.jpg, 0, 1, 0, 30.1901
D:\data\IMG\center_2022_10_15_22_51_07_235.jpg, D:\data\IMG\left_2022_10_15_22_51_07_235.jpg, D:\data\IMG\right_2022_10_15_22_51_07_235.jpg, 0, 1, 0, 30.19028
D:\data\IMG\center_2022_10_15_22_51_07_337.jpg, D:\data\IMG\left_2022_10_15_22_51_07_337.jpg, D:\data\IMG\right_2022_10_15_22_51_07_337.jpg, 0, 1, 0, 30.19028
D:\data\IMG\center_2022_10_15_22_51_07_439.jpg, D:\data\IMG\left_2022_10_15_22_51_07_439.jpg, D:\data\IMG\right_2022_10_15_22_51_07_439.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2022_10_15_22_51_07_542.jpg, D:\data\IMG\left_2022_10_15_22_51_07_542.jpg, D:\data\IMG\right_2022_10_15_22_51_07_542.jpg, 0, 1, 0, 30.19031
D:\data\IMG\center_2022_10_15_22_51_07_642.jpg, D:\data\IMG\left_2022_10_15_22_51_07_642.jpg, D:\data\IMG\right_2022_10_15_22_51_07_642.jpg, 0, 1, 0, 30.19031
